job_id,posting_year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_keywords,ai_intensity_score,core_skills,ai_skills,salary_usd,salary_change_vs_prev_year_percent,automation_risk_score,reskilling_required,ai_job_displacement_risk,job_description_embedding_cluster,industry_ai_adoption_stage
de722795-b511-4a43-9ee1-c19edba66eb5,2011,Pakistan,South Asia,Toronto,NextGen Technologies,Enterprise,Retail,Software Engineer,Executive,False,,0.13,"Python, Cloud Computing, Project Management, Communication, SQL, Business Analysis",Not Specified,22641,1.85,0.89,False,Medium,9,Emerging
7addb9b0-a802-4f58-bbea-3df931fdf060,2025,New Zealand,Oceania,Singapore,Future Systems,Startup,Manufacturing,Product Manager,Senior,False,,0.04,"Software Engineering, Business Analysis, Statistics, SQL, Project Management, Communication",Not Specified,90205,2.81,0.86,False,Medium,16,Growing
34460cc1-f548-4a21-935d-e0e5d4051e35,2015,Nepal,South Asia,Sao Paulo,Future Solutions,Small,Tech,Systems Engineer,Lead,False,,0.14,"Communication, Data Analysis, Software Engineering",Not Specified,22573,-3.74,0.67,False,Medium,11,Emerging
35a7fe95-c9ca-4328-9f3d-c7f78fb443b5,2014,Singapore,Southeast Asia,Toronto,Prime Systems,Medium,Agriculture,Business Analyst,Mid,False,,0.13,"Project Management, Cloud Computing, Software Engineering, SQL, Python, Business Analysis",Not Specified,31076,-3.87,0.82,False,Low,14,Emerging
3de0e43d-d8ba-4158-b131-f011037c39a7,2012,Poland,Europe,Lagos,NextGen Solutions,Medium,Retail,Policy Analyst,Junior,False,,0.11,"Project Management, Data Analysis, Communication",Not Specified,59600,-2.0,0.65,False,Medium,0,Emerging
86b01136-e873-40da-87b4-7dd793bb2049,2023,France,Europe,Tokyo,Future Solutions,Startup,Agriculture,Software Engineer,Mid,False,,0.1,"Research, Cloud Computing, Data Analysis, Statistics",Not Specified,78499,-3.38,0.88,False,Medium,19,Growing
078d35f0-ec46-49a2-bbd1-0d9e44ebc3fb,2015,Australia,Oceania,Seoul,Global Systems,Small,Healthcare,Data Scientist,Executive,False,,0.14,"Project Management, Business Analysis, Python, Communication, Statistics",Not Specified,77107,3.43,0.77,False,High,9,Emerging
dcad2123-283c-47b5-a8e4-4864efe57f34,2013,Egypt,Africa,Tokyo,NextGen Solutions,Large,Manufacturing,Research Scientist,Executive,False,,0.02,"Project Management, Data Analysis, Software Engineering, Cloud Computing, Communication",Not Specified,18385,-1.16,0.78,False,Medium,9,Emerging
eaa26965-97fa-4774-8a02-76351bb03cd6,2011,China,East Asia,Berlin,Future Solutions,Small,Tech,ML Engineer,Senior,False,,0.16,"Communication, Statistics, Software Engineering, Research, Cloud Computing",Not Specified,56978,-3.51,0.87,False,Medium,15,Emerging
89ea6aee-39ca-448e-ae74-1bf56cee1280,2021,Nepal,South Asia,Bangalore,Future Technologies,Enterprise,Manufacturing,Operations Manager,Mid,False,,0.19,"Statistics, Research, Cloud Computing, Data Analysis, Python, Software Engineering",Not Specified,24836,-2.02,0.88,False,High,17,Growing
6a1c823b-0d76-4fbe-807b-bbe865249cc5,2021,Taiwan,East Asia,Seoul,Future Solutions,Medium,Healthcare,ML Engineer,Intern,True,generative AI,0.91,"Project Management, Python, Communication, Statistics",generative AI,107201,14.72,0.16,True,Low,1,Growing
7aaf7b46-64b2-4902-9af9-a5460a52fa3f,2023,United States,North America,Bangalore,Global Systems,Startup,Healthcare,Business Analyst,Lead,False,,0.08,"Statistics, Cloud Computing, Software Engineering",Not Specified,97165,4.37,0.89,False,High,17,Growing
f1483de7-2b46-43f5-8a63-7ba1f13cbf91,2014,New Zealand,Oceania,Lagos,NextGen Systems,Large,Agriculture,Product Manager,Mid,False,,0.16,"Data Analysis, Business Analysis, Research, Cloud Computing",Not Specified,69102,2.31,0.79,False,Medium,2,Emerging
e25f42ca-db03-436d-8cb2-520bf8e9b1a0,2015,China,East Asia,Singapore,Future Systems,Large,Healthcare,Business Analyst,Executive,False,,0.05,"Project Management, Python, SQL, Communication, Data Analysis",Not Specified,58710,-2.64,0.83,False,Low,12,Emerging
da41533d-b43b-474e-b831-9b6dffb08390,2013,New Zealand,Oceania,Dubai,Future Analytics,Medium,Manufacturing,Policy Analyst,Senior,False,,0.04,"Project Management, SQL, Software Engineering, Cloud Computing",Not Specified,63061,-3.47,0.82,False,High,11,Emerging
539b405a-bb48-483e-84ec-b2e97550eb44,2013,Peru,South America,Toronto,Global Technologies,Enterprise,Tech,Research Scientist,Senior,False,,0.04,"Research, Software Engineering, Python",Not Specified,38569,-3.35,0.86,False,Medium,4,Emerging
b474f496-90d2-4f3d-9455-c7d65b15dee1,2024,New Zealand,Oceania,Singapore,Global Systems,Enterprise,Tech,Software Engineer,Senior,True,"machine learning, computer vision, NLP",0.85,"Cloud Computing, Business Analysis, Data Analysis","machine learning, computer vision, NLP",138748,12.52,0.11,True,Low,13,Mature
b13e29e2-ec56-482c-8cbc-f7fbb78ae8b1,2013,Morocco,Africa,Dubai,Global Analytics,Large,Tech,Research Scientist,Executive,False,,0.19,"Project Management, Python, Business Analysis",Not Specified,21909,-2.59,0.62,False,Medium,7,Emerging
75ac8663-4e97-4668-9d2c-1572db4234a7,2011,Australia,Oceania,Nairobi,Future Technologies,Enterprise,Healthcare,Business Analyst,Junior,False,,0.05,"Business Analysis, Cloud Computing, Research, Python",Not Specified,75313,0.76,0.77,False,High,18,Emerging
41520b5c-e9dc-4389-8e60-c4031dd70240,2025,Sweden,Europe,Berlin,Future Analytics,Medium,Tech,ML Engineer,Lead,False,,0.13,"Project Management, Communication, Cloud Computing, Business Analysis, Statistics, SQL",Not Specified,94459,-1.81,0.72,False,Medium,1,Mature
2cb5ba1f-4ad9-418f-9f8f-a28d291b20a4,2023,New Zealand,Oceania,Paris,NextGen Systems,Enterprise,Agriculture,Business Analyst,Senior,True,"LLMs, deep learning",0.58,"SQL, Project Management, Research","LLMs, deep learning",110516,10.85,0.21,True,Medium,6,Growing
c720470f-ee21-452d-87c9-a8b1519ba76f,2013,Germany,Europe,London,Future Analytics,Small,Agriculture,Operations Manager,Lead,False,,0.12,"Project Management, Cloud Computing, SQL, Statistics",Not Specified,60542,-1.46,0.84,False,High,1,Emerging
e90ffa34-e68a-43d1-b3a9-70eb6e22fe22,2022,Nepal,South Asia,Sydney,Prime Technologies,Startup,Retail,Research Scientist,Executive,False,,0.16,"SQL, Cloud Computing, Project Management, Statistics, Python, Business Analysis",Not Specified,26796,-2.72,0.77,False,Medium,4,Growing
44222c73-fa1b-4c2b-8701-91773666f1f6,2022,Japan,East Asia,Sydney,Prime Analytics,Medium,Retail,Software Engineer,Intern,True,LLMs,0.64,"Statistics, Research, SQL",LLMs,112930,6.33,0.13,True,High,19,Growing
aa7e6587-7a35-4c1c-a895-e8c5d6fd938a,2010,Sri Lanka,South Asia,Dubai,NextGen Analytics,Large,Manufacturing,ML Engineer,Junior,False,,0.02,"Cloud Computing, Communication, Software Engineering, SQL, Python",Not Specified,22406,4.05,0.89,False,Low,13,Emerging
67a4a6c7-8a0d-41af-a37d-4f088c20f956,2011,Taiwan,East Asia,Berlin,Global Analytics,Enterprise,Retail,Product Manager,Senior,False,,0.18,"Python, SQL, Cloud Computing",Not Specified,50011,-2.52,0.8,False,Low,16,Emerging
62a27dc0-d4c5-4e67-be51-914574d982ce,2024,Australia,Oceania,Seoul,NextGen Solutions,Large,Retail,Business Analyst,Mid,True,"generative AI, machine learning",0.67,"Project Management, Research, Software Engineering, Data Analysis, Communication, Python","generative AI, machine learning",121289,16.97,0.13,True,Medium,14,Growing
8fa8ba69-175e-49dd-8d30-9786000489a3,2019,India,South Asia,Singapore,Prime Analytics,Startup,Tech,AI Researcher,Senior,True,"reinforcement learning, machine learning, deep learning",0.91,"Data Analysis, Business Analysis, Research, Python","reinforcement learning, machine learning, deep learning",38125,11.71,0.27,True,High,19,Growing
69e80b9e-9d3c-4520-a9f0-acd3e8042a63,2021,China,East Asia,London,NextGen Solutions,Large,Retail,Software Engineer,Junior,False,,0.16,"SQL, Data Analysis, Statistics, Software Engineering, Communication",Not Specified,77670,-2.03,0.78,False,High,12,Growing
afa278bd-bd0d-4071-9ac9-8ed98bd1f841,2025,Taiwan,East Asia,Lagos,Prime Systems,Startup,Healthcare,Research Scientist,Intern,True,"LLMs, machine learning",0.55,"Research, Statistics, Python, Business Analysis, Communication","LLMs, machine learning",112909,7.19,0.24,True,Medium,17,Growing
eeb6aec8-a366-47d9-adfe-30f3cc6fa023,2021,Mexico,North America,Seoul,Global Technologies,Medium,Agriculture,Systems Engineer,Intern,False,,0.03,"Data Analysis, Communication, Project Management, SQL, Statistics",Not Specified,106478,-2.07,0.77,False,Medium,7,Growing
e32e8825-b3ea-4926-aa5c-d33e613fce0b,2014,Taiwan,East Asia,Lagos,Future Solutions,Large,Manufacturing,Operations Manager,Senior,False,,0.02,"Communication, Python, SQL, Statistics, Project Management",Not Specified,67044,2.69,0.72,False,High,11,Emerging
4f038056-f712-442f-bd55-39ce257b9eeb,2013,China,East Asia,Lagos,Future Systems,Small,Tech,Systems Engineer,Executive,False,,0.03,"Software Engineering, SQL, Project Management, Communication",Not Specified,55025,1.8,0.6,False,Low,3,Emerging
5a21090b-cf58-4191-b25b-f995be251304,2021,Chile,South America,London,Global Technologies,Small,Manufacturing,Operations Manager,Mid,False,,0.16,"Data Analysis, Business Analysis, Software Engineering, Research",Not Specified,51779,1.42,0.8,False,Low,2,Growing
9fc686af-ef4a-4cd5-ad8b-707ccf244cdf,2010,Argentina,South America,Seoul,Global Analytics,Startup,Tech,AI Researcher,Mid,False,,0.09,"Business Analysis, Statistics, Cloud Computing, Communication",Not Specified,33771,-3.5,0.88,False,Low,18,Emerging
d805ed7c-f344-416d-b996-f43ee5012207,2011,India,South Asia,Bangalore,Future Solutions,Small,Healthcare,Software Engineer,Lead,False,,0.2,"Python, Statistics, Project Management, Data Analysis, Cloud Computing, Business Analysis",Not Specified,23406,-4.31,0.74,False,High,19,Emerging
5893a551-cc7e-4911-9f7d-320132a2ba4b,2025,Egypt,Africa,Singapore,Prime Systems,Small,Tech,Research Scientist,Intern,True,machine learning,0.91,"Business Analysis, SQL, Python, Project Management",machine learning,40895,11.76,0.31,True,High,4,Mature
c2a5e28a-ee62-4315-ade6-f6913fe4c4a3,2018,Kenya,Africa,Tokyo,NextGen Systems,Large,Retail,ML Engineer,Intern,False,,0.15,"Software Engineering, Communication, Statistics, Project Management",Not Specified,21101,-2.28,0.62,False,Low,17,Growing
5c011160-388e-4964-9858-da35d96d0aac,2024,Pakistan,South Asia,New York,NextGen Solutions,Large,Manufacturing,ML Engineer,Intern,True,deep learning,0.49,"Statistics, Business Analysis, Python, Communication",deep learning,41979,15.74,0.31,True,Medium,8,Growing
5f8b3eb9-b9ef-4387-ac3b-79173ae9d5af,2012,Indonesia,Southeast Asia,Sydney,Prime Systems,Startup,Retail,Systems Engineer,Executive,False,,0.09,"Data Analysis, Statistics, Project Management, SQL, Communication, Research",Not Specified,28632,0.74,0.85,False,Medium,4,Emerging
dd063aa5-ee54-4d86-9f93-03ffc9302eb4,2017,Mexico,North America,Tokyo,NextGen Systems,Large,Manufacturing,Systems Engineer,Executive,False,,0.11,"Software Engineering, Research, Communication, Data Analysis, Cloud Computing",Not Specified,73544,-2.2,0.64,False,High,10,Growing
909c5c14-7ebd-476f-9f4c-349ef78ff263,2015,South Korea,East Asia,Toronto,Future Technologies,Medium,Tech,ML Engineer,Intern,False,,0.01,"Project Management, Cloud Computing, Python, Business Analysis",Not Specified,69145,-2.19,0.84,False,Low,18,Emerging
a7ae56c8-9c38-4bf7-a5ce-eed77b74bdea,2015,South Korea,East Asia,Lagos,Future Technologies,Small,Healthcare,Research Scientist,Junior,False,,0.16,"Research, Cloud Computing, Data Analysis, Project Management, Python, Statistics",Not Specified,66999,4.14,0.61,False,Low,7,Emerging
f0773c84-8832-4060-8a80-85f0c8bba812,2025,Nigeria,Africa,Seoul,Future Systems,Medium,Tech,Data Scientist,Junior,False,,0.04,"SQL, Research, Statistics, Python",Not Specified,23206,2.17,0.88,False,Medium,12,Mature
ce7e57d6-35b1-455c-8e99-78d773a33748,2019,Chile,South America,Singapore,NextGen Solutions,Small,Retail,AI Researcher,Executive,False,,0.15,"Business Analysis, Cloud Computing, Research, SQL",Not Specified,43608,1.39,0.75,False,Low,0,Growing
c849a233-1b86-4a26-be1a-b8bb2d66a63c,2015,China,East Asia,Tokyo,Future Solutions,Enterprise,Retail,ML Engineer,Executive,False,,0.11,"Statistics, Software Engineering, Python",Not Specified,71536,-3.59,0.82,False,Medium,6,Emerging
cdc26498-0875-4856-a7e1-ed28bb0c77d6,2012,Morocco,Africa,Berlin,Prime Analytics,Medium,Retail,Systems Engineer,Mid,False,,0.14,"SQL, Software Engineering, Project Management, Communication, Research, Python",Not Specified,16493,-0.62,0.73,False,Low,9,Emerging
c93d753a-26ef-40d7-98ef-c83260e44b17,2019,New Zealand,Oceania,Sao Paulo,Prime Technologies,Small,Manufacturing,Software Engineer,Intern,True,"MLOps, reinforcement learning, computer vision, machine learning",0.43,"Data Analysis, Cloud Computing, SQL, Project Management","MLOps, reinforcement learning, computer vision, machine learning",98366,6.14,0.35,True,Low,9,Growing
ab43c559-79ca-4640-aa80-5ef4513d85fd,2025,Taiwan,East Asia,New York,Future Analytics,Startup,Manufacturing,Operations Manager,Mid,False,,0.08,"Cloud Computing, Python, Data Analysis, Business Analysis",Not Specified,76664,-1.19,0.66,False,High,3,Growing
88ef5457-74f9-4bb7-840d-71e946aa7713,2016,Colombia,South America,Sydney,Future Solutions,Enterprise,Healthcare,Policy Analyst,Senior,False,,0.18,"Communication, Research, Business Analysis",Not Specified,46431,-4.33,0.72,False,Low,13,Emerging
62e4b180-d008-41de-8642-497beccd4def,2011,Canada,North America,New York,NextGen Solutions,Small,Retail,Operations Manager,Lead,False,,0.16,"Data Analysis, Software Engineering, Statistics, Communication, SQL, Business Analysis",Not Specified,72210,1.35,0.64,False,High,2,Emerging
bfd6eacf-c7d0-44e2-b127-238e6b620225,2022,UAE,Middle East,Tokyo,Future Analytics,Small,Tech,Policy Analyst,Intern,False,,0.16,"Software Engineering, Data Analysis, Research",Not Specified,62172,-2.79,0.67,False,High,0,Mature
1aad090b-6ffb-4b9f-ae7b-fb0dbf12e13e,2019,Kenya,Africa,Paris,Prime Systems,Large,Manufacturing,Data Scientist,Lead,False,,0.17,"Research, Cloud Computing, Communication, Statistics, Python",Not Specified,22578,-2.82,0.69,False,Medium,2,Growing
3510572a-d427-47f3-ac56-6928785500ee,2020,Bangladesh,South Asia,Tokyo,Global Analytics,Medium,Manufacturing,Product Manager,Executive,False,,0.19,"Python, Software Engineering, Cloud Computing, Data Analysis",Not Specified,27181,-3.12,0.76,False,Medium,12,Growing
6d84dd83-4a56-4bc6-8d00-920e79efae8c,2016,China,East Asia,Bangalore,NextGen Technologies,Small,Retail,Business Analyst,Intern,False,,0.13,"Data Analysis, Cloud Computing, Communication, Statistics, Software Engineering, Python",Not Specified,64427,4.41,0.71,False,Low,11,Emerging
0d3e415c-ecb0-4470-bea8-6ebcfdddbb56,2016,France,Europe,Berlin,Global Analytics,Large,Retail,Product Manager,Executive,False,,0.18,"Statistics, Python, Research, Project Management",Not Specified,81136,-3.57,0.86,False,Medium,6,Emerging
96d96af4-e6ec-4b53-aeaa-25001ab1f9a7,2010,Morocco,Africa,Nairobi,Global Systems,Small,Agriculture,Software Engineer,Executive,False,,0.14,"Python, SQL, Business Analysis",Not Specified,19577,-1.25,0.79,False,Medium,12,Emerging
f75b34b3-33e1-4307-b5ec-9267b1067b7c,2016,Kenya,Africa,Singapore,NextGen Systems,Large,Retail,Data Scientist,Executive,False,,0.01,"SQL, Software Engineering, Data Analysis",Not Specified,21216,-2.92,0.88,False,Low,16,Emerging
8fcc59bb-6c2b-4a54-8cc6-7a5e49501e9d,2024,Bangladesh,South Asia,Toronto,Prime Technologies,Startup,Manufacturing,Software Engineer,Junior,True,"NLP, machine learning, computer vision",0.62,"Data Analysis, SQL, Business Analysis","NLP, machine learning, computer vision",39241,15.86,0.31,True,High,15,Growing
bce3cc99-aa7c-4c96-a958-e0f9a80f6ec9,2022,Indonesia,Southeast Asia,Singapore,Global Technologies,Enterprise,Retail,Product Manager,Lead,True,"reinforcement learning, computer vision",0.46,"Business Analysis, Project Management, Software Engineering","reinforcement learning, computer vision",55599,5.6,0.18,True,Medium,12,Growing
b290f526-b029-423d-a2ff-2d0619490a99,2010,United Kingdom,Europe,Tokyo,Future Solutions,Enterprise,Healthcare,Data Scientist,Lead,False,,0.17,"Research, Business Analysis, Communication, Software Engineering",Not Specified,66649,-4.25,0.75,False,Low,2,Emerging
b7a45550-d0ce-4534-8aff-9a4b9cd26320,2025,New Zealand,Oceania,Dubai,Future Analytics,Small,Agriculture,Systems Engineer,Lead,False,,0.03,"Cloud Computing, Business Analysis, Statistics, Data Analysis",Not Specified,103163,-3.96,0.8,False,Medium,4,Growing
